review,rating,tanggal
madepp,5,2026-04-13 22:19:39
good,5,2026-04-13 22:16:29
tolong jangan blokir perangkat saya biar saya bisa mesan lagi di shope,5,2026-04-13 22:13:16
"Untuk Seller, untuk cek performa toko lebih nyaman aplikasi yg dulu sebelum update. Yg dulu bisa buat lihat produk apa yg paling banyak di kunjungi buyer. Tapi yg sekarang gak ada fitur tersebut. Tolong pihak shopee, buat lagi seperti dulu",4,2026-04-13 22:13:05
saya sangat suka Shopee.... belanja jd gampang dan amanah skli.,5,2026-04-13 22:11:11
selama ini pelayanan shopee baik² saja & apbl ada kendala return barang via Spaylater selalu gerak cepat dan cepet beres prosesnya,5,2026-04-13 22:09:57
Lebih banyak waktu pengiriman cepat dan kualitasnya sesuai harga.,5,2026-04-13 22:08:29
selama ini puas belanja di shopee,5,2026-04-13 22:04:20
sopphi barangnya bagus2 dn pelayanan ok,5,2026-04-13 22:03:58
membantu,5,2026-04-13 22:03:22
Sangat 👍baguss,5,2026-04-13 21:57:15
aplikasi ini sangat membantu,5,2026-04-13 21:49:21
mempermudah ber belanja,5,2026-04-13 21:48:56
aplikasi ini sangat memuaskan dan baik,5,2026-04-13 21:45:03
pesanan stuck hampir 2 pekan ga ada perubahan komplen ga bisa.. padahal barangnya saya sangat butuh cepat...,1,2026-04-13 21:42:02
bagus bngtt,5,2026-04-13 21:40:25
sangat bagus buat belanja online,5,2026-04-13 21:36:17
shopee mantap ..cuma kemarin barang aku ada yg diambil.sama tukang paketnya katanya salah orang..gimana ya ..,5,2026-04-13 21:33:42
"Selalu puas banget berbelanja di shopee,walaupun aga lama estimasinya,tp brangnya selalu aman",5,2026-04-13 21:29:40
Makin lama makin mahal ongkirnya malah lebih tinggi ongkirnya daripada harga barang nya sekarang Shopee sudah tidak asyik lagi dipakai buat belanja 🥱,2,2026-04-13 21:20:27
pengembalian barang sudah di setujui tapi kurir tidak datang sampai besok jika memang tidak bisa di kembalikan konfirmasi jangan membuat menunggu perbaiki sistemnya,1,2026-04-13 21:20:14
shopi pokok nya top,5,2026-04-13 21:20:06
ad shopee di chrome menganggu sekali,1,2026-04-13 21:17:50
Shopee terpercaya,5,2026-04-13 21:15:50
mengapa saldo saya di tahan pada tgl 13 April 2026,1,2026-04-13 21:15:12
kenapa ya saya pas mau checkout iphone rp1 di flash sale suka susah padahal saya suka cepat checkoutnya tapi kalau parfum gambang checkoutnya gth,4,2026-04-13 20:59:07
shopee sangat mengecewakan sekali. saya sangat kecewa KLO tidak ada tindak lanjut dengan akun saya. maka aplikasi ini saya hapus dan gak akan belanja lagi disini. saya sudah langganan lama sampai kurir hafal kok begini. percuma kita langganan dishoppe KLO perlakuan shope sama pelanggan seperti ini.,1,2026-04-13 20:53:33
lebih banyak ngebug pas udah lama kaga di buka,3,2026-04-13 20:52:08
"Nama shopee pay knp ga bisa di ganti pakai nama panggilan sesuai keinginan pengguna nya, untuk keamanan akun kan bisa dgn nomor tlp dan e-mail. pembaruan kini mlh gk bisa COD dgn hrga promo, COD bsa dgunkan tpi hrga promo hilang mlh jdi harga normal nya, Kocak & kurir knp hrs spx mulu, pea. Sedang kan kurir spx gk ada ahlaklah, punya urusan beli barang di gw gk dibayar2, barang gk ada uangnya juga gk ada. Kacaulah sm kya kurir si cepat pea. update gk jelas Untuk validasi komisi`ya lama banget",1,2026-04-13 20:50:13
kliatan sejenjang wajah di bawahnya ketujuan tampilan ia bisa nyangkut dan jadi kenangan selalu terSenyum,5,2026-04-13 20:48:38
"sayangnya ga bisa memblokir akun shopee lain, minta cs live malah mode boot trs",1,2026-04-13 20:45:20
mantap,5,2026-04-13 20:32:28
ini aplikasi iklannya terlalu sangat mengganggu!!!!!,1,2026-04-13 20:27:24
bagus,5,2026-04-13 20:15:26
shopee gak kaya dlu lagi sekarang estimasi ga akurat ga pas susah nyiapin waktu trima brang saat sbuk krja estimasi sllu berubah dan undur waktu apa LG pesanan batre ke setag di sortir ga jalan2 LG hampir setengah bulan nunggu ga ad tanda2 jalan barang harusnya semakin bagus malah tambah bruk Skrang hdeuh,4,2026-04-13 20:08:10
iklan di Google web/youtube/sosial media bikin gk nyaman sekali klik langsung teleport masuk aplikasi Shopee mana lama pula ... jadi kuhapus saja. toh aplikasi berat beratin ram dan menuhin memori,2,2026-04-13 20:06:09
"setiap mau memesan barang selalu sangkut di Cileungsi lama berhari"". kadang itulah malasnya beli barang di shopee. tolong lah kalo ada pesanan barang langsung kirim aja ke alamat tanpa pakek nyangkut segala. dulu perasaan ga pala kayak gini kali lamanya. syukur"" yg paham sistem masih ngerti sama kurir yg ngantar kerumah, coba yg ga ngerti habis kurir di marah"" karena lama paketnya. sekali lagi tolong revisi lagi aturan pengiriman tanpa kendala nyangkut.",2,2026-04-13 19:52:49
aplikasi yang sangat membantu dalam belanja online,5,2026-04-13 19:37:29
sangat-sangat puas respon dan yang di butuhkan pasti ada dan juga ringan di kantong kalangan masyarakat kelas bawah,3,2026-04-13 19:31:54
"Sistem verifikasi ini benar-benar kontradiktif dan berulang. Untuk apa saya diminta melakukan validasi OTP via WhatsApp jika ujung-ujungnya sistem tetap memaksa verifikasi password di tahap yang sama? Jika saya memilih jalur OTP, itu tandanya ada kendala pada password atau saya membutuhkan akses cepat. Menanyakan kembali password setelah OTP berhasil adalah langkah yang sia-sia dan hanya membuang waktu. Ini bukan lagi soal keamanan, tapi alur yang 'cacat logika' karena sistem yang tidak jelas.",1,2026-04-13 19:31:19
"Semakin berat, hp ku tak sanggup, tolong lebih ringan app nya",2,2026-04-13 19:22:49
ok,5,2026-04-13 19:18:12
pelayanan di shopee cepat,5,2026-04-13 19:00:21
"skrg jasa pengirimannya paketnya tidak bagus krn lelet sekali.. jadwal penerimaan paket tidak sesuai estimasi sistemnya.. sekarang udah lebih dari jadwal yg di tentukan, alih2 di kasih garansi penerimaan paket di hargai 10.000,, yg dimana garansi itu ga tau alurny apakah bisa di klaim atau tidak,, atau hanya hiasan kebahagiaan konsumen saja agar konsumen tidak marah, krn smpe skrg claim garansi penerimaan keterlambatan paket tidak ada saya temukan di akun saya. 🤧",1,2026-04-13 18:43:40
"petugas ekspedisi gak becus, lambat dan tidak profesional tak seperti petugas JNT sangat cepat dan profesional",1,2026-04-13 18:37:37
Good👍👍👍👍,5,2026-04-13 18:37:29
ok banget,5,2026-04-13 18:35:21
nice,5,2026-04-13 18:35:01
Pokoknya mah cakep bgt belanja d shopee mks untk semuanya,5,2026-04-13 18:31:57
baguss sekli,5,2026-04-13 18:22:24
"kenapa kalau pesan di shoppe sekali baru sampai, kadang satu bulan,,,, kecewa bangettttttttttt",4,2026-04-13 18:15:27
cukup keren,3,2026-04-13 18:12:34
semoga sukses selalu,5,2026-04-13 18:06:12
"apassiiii gw ga bisa beli , """,3,2026-04-13 17:56:54
baik,4,2026-04-13 17:50:17
bnyk barang dlm video bagus datang lain gak berguna makin ke sini kualitas barang kW semua KLO ada pelanggang yg kena tipu shpee tak mengambil tindakan saya tiap Minggu biasa cod tapi sekarang rasanya malas boleh dicek KLO saya bohong,5,2026-04-13 17:49:32
cukup di pahami sejauh ini,3,2026-04-13 17:48:23
sangat memuaskan,5,2026-04-13 17:46:32
terbaik,5,2026-04-13 17:43:55
💯,5,2026-04-13 17:41:42
"aplikasi sama sistem ekspedisinya blangsak. masa Jabodetabek bisa 1 minggu barang baru sampe, macem over land aja. BLANGSAK 👎",1,2026-04-13 17:41:28
Oke mantap👍,5,2026-04-13 17:33:50
mntap,5,2026-04-13 17:33:23
Sudah lama pake shopee tapi gak dikasi SpayLater dan Spinjam....mgkn selesai belanja bulan ini aku pindah ke lain hati aja ya. thanks shopee...,5,2026-04-13 17:32:52
ok,5,2026-04-13 17:32:17
kalo bikin iklan tu yg bener masa iya lagi iklan tiba langsung masuk ke apk nya,1,2026-04-13 17:26:46
"Alangkah baiknya fitur pembayaran nya ditambah dengan opsi e-wallet, biar lebih memudahkan",1,2026-04-13 17:10:05
"shopee skrg jelek bgt ya ekspedisinya terutama spx, pengirimannya suka muter"" respon cs jg ga solutif bgt pokoknya payahh bgt shopee skrg",2,2026-04-13 17:09:52
"masukan dong shopee kalo baru buka shopee jangan langsung ke page vidio kadang suka nge crash tiap buka shopee udah dipindahin ke page home malah suara vidio nya masih ada terus dicoba diulang gitu lagi terus, mending pas buka shopee langsung ke home aja",5,2026-04-13 17:07:43
sangat bagus,5,2026-04-13 16:53:58
makaaih,5,2026-04-13 16:53:57
"apk gk guna, 3x beli hp, ketipu uang tidak bisa kembali,",1,2026-04-13 16:53:24
bagusss,5,2026-04-13 16:51:35
"ni gw ksh tau...knp klo order food lama?? krena shopee licik, di apk customer ga dksh tau titik awal driver...nyatanya, driver yg dpet itu minimal 2 km dr lokasi resto ( bukan driver terdekat )",1,2026-04-13 16:49:05
"saya sebagai penjual seringkali dibuat kecewa oleh shopee, barang yang sudah selesai tapi pelepasan dana nya terlalu lama, padahal pembeli sudah menilai produk, tapi dana yang cair sangat lama.",3,2026-04-13 16:46:10
"Shopee lu kenapa sih, Perasaan kagak mencet apa"" dah waktu iklan, tb"" masuk ke aplikasi, mbok yo jangan maksa to, bikin badmood aja. Padahal aplikasinya udah oke banget, tp iklannya tu lho bikin jengkel, udah sering belanja di shopee, tp masih aja iklannya berkeliaran dimana""",3,2026-04-13 16:45:05
Sangat puas dengan berbagai layanan shoppee,5,2026-04-13 16:39:53
ongkir murah pelayanan responsif di dukung promo / diskon dan produk yg menarik,5,2026-04-13 16:39:28
bagus sekali tapi diskonnya mahal,5,2026-04-13 16:38:07
BAGUS ABIS APK SHOPEE INDONESIA POKOKNYA,5,2026-04-13 16:36:20
sangat membantu,5,2026-04-13 16:32:34
suka sekali,5,2026-04-13 16:30:08
mantap,5,2026-04-13 16:27:06
masih banyak bug nya..,1,2026-04-13 16:26:36
"setelah sering berbelanja di sini,makin kelihatan ,ternyata ada aja toko dan star bintang tinggi yg menipu...kita beli apa yg di kirim apa...jadi lebih berhati 2 dlm bertransaksi..dan tolong utk aduan ...di tindak lanjuti..agar tdk ada lagi penjual yg seenak jidat kirim barang yg TDK sesuai yg kita pesan",3,2026-04-13 16:17:28
perubahan tanpa ada persetujuan.,1,2026-04-13 16:17:23
sangat serius,5,2026-04-13 16:16:57
"Bisa ga sih SHOPIE lebih bijak lagi, saya kasih reting rendah nih, soal COD tolong buka lagi dong, jangan karena banyak barang yg saya Cancel, tapi lihat pembelianku berapa ITEM yg saya beli, dan lagian yang saya cancel barang yg tidak sesuai dengan deskripsi yg penjual tawarkan, jangan memperhambat saya sebagai pengguna SHOPIE melalui COD.. hanya beberapa ITEM yg saya cancel langsung di tutup system COD nya... apa harus saya banding bandingkan dengan online shop sebelah, dah gercep ga lelet...",2,2026-04-13 16:11:57
"senang belanja di shopee banyak pilihan,,mau yg murah yg mahal,,semua tersedia.",5,2026-04-13 16:11:30
sopiy sekarang parahh kulir yg bermasah akun syh yg d blok,1,2026-04-13 16:07:38
barangnya bagus sudah bersertifikat halal juga,5,2026-04-13 16:07:34
satisfying,5,2026-04-13 16:05:57
"PENGIRIMAN LELET POLL, GAGAL DI DIKIRIM LAH.. KURIR UDAH DI TUGASIN TAPI GA DIKIRIM² MASALAHNYA GUE BAYAR SETAN ! DI BENERIN LAGI PLEASE SHOPEE DUHHH URAH BEBERAPA KALI LHOO BISA DI TINGKATIN LAGI GA SI ? HUH?",1,2026-04-13 16:04:02
keren,3,2026-04-13 16:02:23
pengiriman sampe 3 minggu. udah gitu masih juga lewat estimasi. mana bukan sekali. barang udah nyampe d kota tujuan tp gak diantar 2 kurir. tiap hari statusnya tertunda.,1,2026-04-13 16:02:07
'verifikasi dengan salah satu cara dibawah ini' tapi pilihannya cuma wajah dih,1,2026-04-13 15:56:39
semoga shopee menjadi tempat belanja yg amanah selamanya.,5,2026-04-13 15:56:35
ok,5,2026-04-13 15:56:02
sangat puuas bisa belanja di shoppee pelayanan nyaa juga sangat baikk .,5,2026-04-13 15:53:28
sangat membantu,5,2026-04-13 15:50:40
"gara"" telat bayar spaylater sekarang jadi gabisa dipakai saldo spaylater nya padahal udah 2 tahun sampe sekarang masih dibekukan",5,2026-04-13 15:50:22
voucher nya banyak ga rugi pake shopee,5,2026-04-13 15:49:45
terbaik,5,2026-04-13 15:49:44
"Sudah 1 tahun lebih akun masih dibekukan Splater ku , padahal limit 100rb telat juga berapa hari itu juga sudah aku lunasi sama bunganya ,kok masih peninjauan dengan tim ,bukanya bisa pembaruan limit atau pengajuan lagi.",5,2026-04-13 15:49:23
bagus sangat baik untuk di gunakan,5,2026-04-13 15:49:02
ok,5,2026-04-13 15:46:52
"kenapa dari puasa sampe sekarang akun saya gak bisa cod,tlong diperbaiki",4,2026-04-13 15:45:36
okelah,5,2026-04-13 15:43:50
puas,5,2026-04-13 15:42:18
aplikasi bego .shopee food di kirim ke orang lain aku yg di salahin .aplikasi bintang 1 .harusnya kurir juga pinter konfirm ke akun pemesan .malu2 in org ga pesan makanan malah di kasih makanan.kirim foto2 penerimaan org lain ke akun ku . begok bgt ..makin banyak iklan pula .auto uninstall .,1,2026-04-13 15:37:58
jos jis,4,2026-04-13 15:28:20
sudah bertahun tahun setia dengan shopee.,5,2026-04-13 15:27:24
mau COD gak bisa padahal yang lalu bisa gimna si,1,2026-04-13 15:25:07
"belanja dishopee sialnya dapet ekspedisi shopee express, pelayanan buruk sekali",3,2026-04-13 15:24:48
mantap 👍👍👍,5,2026-04-13 15:23:03
banyak iklan drakor yang g penting,1,2026-04-13 15:22:31
bisa g sih kalo lagi nengok apa' g usah tiba' ke shopee muak anjir g suka bgt lama!!,4,2026-04-13 15:22:30
bagus amanah,4,2026-04-13 15:21:11
saya sangat puas,5,2026-04-13 15:20:44
"Aplikasi sangat membatu untuk memenuhi kebutuhan dlm keseharian kita, semua barang yg kita cari ada disini. Terimakasih",5,2026-04-13 15:20:02
selalu terdepan,5,2026-04-13 15:19:46
😥😥😥,3,2026-04-13 15:19:45
satu kata saja buat shopee...shopee is the best.smuax lbih gampang dan mudah.mksih shopee 🙏🥰,5,2026-04-13 15:16:41
oke tidak ribettt...responsif,5,2026-04-13 15:14:35
shopee ok,5,2026-04-13 15:09:02
sangat terpercaya,1,2026-04-13 15:08:37
bagus aku suka,5,2026-04-13 15:07:52
"pesanan saya di batalkan shopee terus, aktifitas yang mencurigakan,ntah apa yang di curigai, sebelum nya saya juga pakai pembayaran yang sama kenapa bisa berhasil,tiba sekarang tidak bisa,bahkan sampai 2 Minggu lamanya saya spam pesan setiap hari,tetap di batalkan shopee",1,2026-04-13 15:06:28
mantapppp,5,2026-04-13 15:06:21
ok,5,2026-04-13 15:05:27
bagus.. pengirimannya,2,2026-04-13 15:05:19
ok,5,2026-04-13 15:03:21
mantap sangat membantu,5,2026-04-13 15:02:13
subtotal ukuran khususnya kok bisa muncul sih kak,3,2026-04-13 15:01:42
lumayan bagus hanya saja ada sebagian kurir selalu menunda Nunda pengiriman dan ada yg ga konfirmasi paket sudah sampai dari kurir,5,2026-04-13 15:00:05
recommended,5,2026-04-13 14:57:37
🥺✌aplikasi dibuat dengan sampah apa ini🥺✌,1,2026-04-13 14:56:41
"MIN KOK COD NY GABISA SIH, PADHL MAU COO BNYK,MALAH GBISA!!",2,2026-04-13 14:55:17
baik 👌,4,2026-04-13 14:55:07
terimakasih,5,2026-04-13 14:53:06
sangat memuaskan,5,2026-04-13 14:52:14
Suka bangettt pelanggan stya shopee syaa😄😄😄😙,5,2026-04-13 14:51:15
sangat membantu,5,2026-04-13 14:50:29
sumpah aku mau daftar ke akun shopee nya gak bisa setiap isi nomer pasti ada tulisan yg keluar montor ini sudah di pakai silahkan ganti nomer,1,2026-04-13 14:49:24
bagud,5,2026-04-13 14:47:55
bagus,5,2026-04-13 14:45:09
sangat bagus,5,2026-04-13 14:42:16
Ok,5,2026-04-13 14:41:35
mantap,5,2026-04-13 14:34:52
Good,5,2026-04-13 14:34:01
mantab,5,2026-04-13 14:33:46
"kenapa sistem cod sekarang dibatasi tidak seperti dulu, jadi males belanja sekarang",2,2026-04-13 14:33:44
pelayan oke mantap,5,2026-04-13 14:30:33
saya senang belanja di shoppe pengiriman nya tempat waktu dan kurir nya sangat sopan dan rama,5,2026-04-13 14:29:28
kecewa banget fi aplikasi ini bikin emosi tingkat dewa ga bisa Cekit,1,2026-04-13 14:28:59
bagus untuk yg suka di rumah dan malas keluar,5,2026-04-13 14:28:22
"iklan terus jo. lgi asik bca Wp malah iklan. mna lama lagi, ayam bnget ihh",5,2026-04-13 14:28:01
terpercaya seluruh Indonesia,5,2026-04-13 14:25:46
bagus sih karna gak cape cape keluar untuk beli barang dan menghemat bensi,5,2026-04-13 14:25:13
senang belanja di shopee bisa cod harga terjangkai semoga Amanah terus trima kasih shopee,5,2026-04-13 14:23:44
good app👍,5,2026-04-13 14:23:18
aplikasinya ringan...signal setengah bar masih bisa menampilkan iklan,5,2026-04-13 14:22:57
"Sebagai penjual saya sangat dirugikan: 1. Proses kirim barang retur sangat lama 2. Barang sudah dipakai 3 hari oleh pembeli, masih bisa komplain? Ajaib. Barang sudah dipakai kok bisa komplain?? 3. Barang sesuai foto dan video di lapak. Tapi pembeli bisa komplain? 4. Pembeli komplain tanpa video unboxing 5. Keliatan sekali sangat condong memihak pembeli 7. Ongkir retur ditanggung penjual? Wah sudah jatuh tertimpa tangga pula namanya Semoga semakin ""sukses"" untuk shope dan terus peras penjual",1,2026-04-13 14:21:08
"bagus dan mantap terimakasih shopy kami belanja dengan mudah,tapi tolong shopy aktif kan cod cekdulu di hp aku tolong shopy.",5,2026-04-13 14:20:39
Buruk cs nya,1,2026-04-13 14:20:18
iklan shopee banyak bgt di apk lain,1,2026-04-13 14:19:14
"aplikasi nyaa bguss bgtt,, barang2 nyaa jugaa sesuaii ekspektasi bettttt",5,2026-04-13 14:18:20
puas dengan layanan shopee,5,2026-04-13 14:16:23
Saya senang belanja di shopee karna ongkir murah dan tepat waktu,5,2026-04-13 14:16:18
belanja mudah dan komplit,5,2026-04-13 14:15:04
"bagus"" aplikasinya👍",4,2026-04-13 14:15:03
"bermanfaat & puas 👍 eh... !? udah di kasih bintang 5, kok malah minta di tambahin bintang lagi ???. emang ada bintang 7 ??? bintang 7 tuh puyer sakit kepala boss ??? apa mau bintang kejora ??? haduuuuh... jauh butuh sayap buat terbang...??? oalah pee.... shopee...!?",5,2026-04-13 14:12:12
ada sedikit kemajuan,3,2026-04-13 14:11:39
ok,5,2026-04-13 14:10:30
"barang shopee berkualitas mudah, dan banyak dpt koin utk diskon blanja",5,2026-04-13 14:10:09
mudah murah,5,2026-04-13 14:09:07
paket saya sudah lama ngestuck tidak bergerak-gerak,1,2026-04-13 14:08:49
bgus,5,2026-04-13 14:08:24
aplikasinya semakin mengecewakan kurir konfirmasi seenak jidatnya di tungguin dari siang sampai sore gk ad konfirmasi dan gk ad paket dateng sekalinya konfirmasi jam 19:00 pas sudah di lokasi ad kurir yg biasa malah di ganti yg gk bener tolol,1,2026-04-13 14:07:42
"Biaya layanan nya naik terus semakin hari, hubungan nya biaya layanan naik sama aplikasi versi terbaru apa ya?",1,2026-04-13 14:07:10
membantu,5,2026-04-13 14:06:28
sangat puas,5,2026-04-13 14:06:21
bagus banget,5,2026-04-13 14:01:24
"Sangat buruk untuk kali ini, tidak bisa menyelesaikan masalah. Pengembalian barang sudah masuk hari ke-3, tapi belum ada pickup ke rumah. Enak bener jadi seller begini, order 10 kilogram cuma dikirim 200gram. Ingin dikembalikan tapi pickup tidak kunjung datang. Parah, Member Platinum prioritas hanya sebatas formalitas saja. tak ada guna!!!",1,2026-04-13 13:57:51
"pengiriman nya skrng jelek banget terutama ekspedisi spx parah 4x belanja di shope status pesanan nya selalu muter"", dr hub jaktim ke hub jakarta utara balik lg ke hub jaktim di oper ke hub jakarta barat abis tu di oper lg ke hub jaktim jakut lagi, padahal saya tinggl di jakbar, sampe batal sistem pesanan nya gagal kirim parah!!! marketplace gede tp sistem ekspedisi nya jelek bgni skrng",1,2026-04-13 13:55:28
"Mantap, walaupun ada beberapa mmasalah mengenai pembatalan produk, karena Seller menolak pembatalan. Takut pesanan dobel satu produk.... Semoga lebih baik lagi dalam pembatalan produk karena ingin mengubah pesanan",5,2026-04-13 13:50:41
sangat membantu,5,2026-04-13 13:49:38
"Jelek, selalu kena tipu. Dan soal iklan judi ny terlalu banyak 👎",1,2026-04-13 13:49:08
"Pelayanan Market place terbaik di indonesia. Melindungi konsumen dengan baik, Tolong Seller yang tidak bertanggung jawab / yang menjual tidak sesuai pesanan konsum n diberi peringatan,bila perlu di bekukan lapak penjualan nya.",5,2026-04-13 13:47:49
shopee the best,5,2026-04-13 13:46:42
Alhamdulillah belanja online membuat ku lebih mudah,5,2026-04-13 13:46:26
mantap,5,2026-04-13 13:45:42
apa kah ini Shopee udah gk berguna lagi jadi aplikasi kok gk bisa di gunakan,1,2026-04-13 13:44:07
baik,5,2026-04-13 13:41:16
Ok,5,2026-04-13 13:38:35
Terima kasih,5,2026-04-13 13:36:56
laporan shopepay keblokir sudah 3hari belom dibuka juga.,1,2026-04-13 13:36:30
tambah gak jls,1,2026-04-13 13:36:09
pesen orderan instan lama sampai 2hari😭,1,2026-04-13 13:36:08
👍👍,4,2026-04-13 13:34:23
baik dan mempermudah belanja,5,2026-04-13 13:33:08
"recomonde, tp tolong donk ongkirnya jangan kemahalan, lama kelamaan ongkirnya mahal",5,2026-04-13 13:32:56
saran kalau bisa video live jangan di tampilkan di awal beranda bikin berat,5,2026-04-13 13:32:40
bagus cuma waktu aku harus bayar 2 kali padahal di shoppe pay udah jelas kebayar masak harus bayar lagi,3,2026-04-13 13:32:32
terdebest,5,2026-04-13 13:32:32
"Tolong sistem double order/triple order pada shopee food dihilangkan saja. Pesanan saya hari ini ga sesuai terus, 2 kali rugi. Bingung mau minta ganti, pihak driver sama pihak pedagang lebih galak daripada yang bayar.",5,2026-04-13 13:32:22
"senang belanja di shopee. Alhamdulillah pelayanan baik, kurir juga baik, produknya cukup baik",5,2026-04-13 13:32:02
Bagus memuaskan,5,2026-04-13 13:31:21
mantap,5,2026-04-13 13:30:33
mantapp,5,2026-04-13 13:28:57
gak bisa di pencet suka ngelag ngelag sendiri,2,2026-04-13 13:26:02
Shopee food sering alamatnya salah padahal udah saya save yg punya saya mau,3,2026-04-13 13:25:15
Pelayanan shopee baguuss,5,2026-04-13 13:25:10
makasih sangat membantu,5,2026-04-13 13:24:52
"Alhamdulillah terimakasih banyak untuk semuanya, semoga sehat dan sukses selalu buat semuanya. Aamiin Allahumma Aamiin 🤲",5,2026-04-13 13:21:50
mantap dan bagus,5,2026-04-13 13:21:10
"makasih shope berkat mu aku lebih mudah untuk belanja seperti baju tas,sepatu dll harga juga terjangkau",5,2026-04-13 13:20:03
Shopee nya bagus dan ketika beli barang semuanya bagus 👍,5,2026-04-13 13:17:58
Makin kesini pengiriman dr spx lambatt..alesan kurir user gak ada dirumah padahal kerumah user aja nggak..ditunda besok,3,2026-04-13 13:17:48
"bagus terpercaya juga menurutku ,tapi aga kurangin iklan di apk lain agk sedikit mengganggu ,sebelumnya juga banyak yg komplain di salh satu apk buat membaca cerita fiksi ,karna terlalu banyak iklan Shopee 🙏🏻🙏🏻",5,2026-04-13 13:16:38
"kalian buat aturan kekmana sech?blom 24 jam,barang main return aja sama kurir.pdhl batas waktu masih ada satu hari kedepan.jgn terlalu banyak kejar target,tapi gak bisa maksimal.liat lah,kesal sama kurir Kelen sekarang.dulu ya dulu,kurir Kelen banyak yg masih mau bolak balik,buat antar barang customer yg blom ketemu.sekarang,di antar gak jumpa,dah cancel. itu aturan baru kalian ya.kalau iya, menyusahkan tau.merugikan penjual juga. kalau gak,benahi cara kerja kurir kalian ah.",3,2026-04-13 13:16:21
buruk dalam pelayanan saya sering dapat barang jelek tidak sesuai deskripsi dan pengiriman tidak tepat waktu,1,2026-04-13 13:14:23
mantap,5,2026-04-13 13:14:13
sangat baik dalam membantu mencari kebutuhan yang di perlukan,5,2026-04-13 13:13:52
sangat bagus,5,2026-04-13 13:12:54
"spinjam padahal selalu di bayar lunas, skrg mau cairin di tolak. pindah belanja di tiktok aja",1,2026-04-13 13:08:30
Saya tidak suka dengan Shopee,1,2026-04-13 13:07:59
pengiriman super lambat😭🥲 banyak transit gak jelas,1,2026-04-13 13:06:27
bagus mantap,4,2026-04-13 13:05:33
Mudah mencari segala kebutuhan. Penanganan keluhanpun baik...,5,2026-04-13 13:05:07
sangat membantu,5,2026-04-13 13:04:48
Mantap keren,5,2026-04-13 13:03:40
apalah. voucher diskon 10k jam 12/20wib gak ada. mungkin di setting buat orang tertentu aja kali ya. padahal kemarin bisa loh. kecewa sih promo scam.,1,2026-04-13 13:02:59
Untuk sekarang shopee sangat tidak disarankan lgi karena pengiriman nya yang sangat amat lambat pesen sekarang dateng bisa 2 minggu-1 bulan padahal wilayah perkotaan dengan alesan lonjakan pesanan padahal pas saya ke gudang nya pesanan hanya sedikit dan kurir nya pun banyak,1,2026-04-13 13:02:55
💪👍👍👍,5,2026-04-13 13:02:25
sangat membantu,5,2026-04-13 12:59:36
operasional nyaa lambat jarang ada gratis ongkir,1,2026-04-13 12:58:24
aplikasi yang terbaik dan berguna untuk belanja online bagi seluruh warga indonesia,5,2026-04-13 12:55:30
good app,5,2026-04-13 12:54:54
baik,5,2026-04-13 12:54:48
belanja makin gampang di Shopee,5,2026-04-13 12:54:48
semua nya murah,5,2026-04-13 12:53:58
Kalo di apl Ijo metode pembayaran sebelum jatuh tempo dari total tagihan bisa diangsur nanti pada saat pembayaran kita bisa bayar sisanya dari jml tagihan.....menurut saya itu cukup membantu dan saling menguntungkan 👍,5,2026-04-13 12:53:08
sarana belanja yg aman & amanah,5,2026-04-13 12:52:23
"tolong dong Shopee diperbaiki sistemnya. masa gue nggak bisa login sama sekali sih, mentok di logo doang.",1,2026-04-13 12:51:25
aplikasi yg bagus ramah bertanggungjawab,5,2026-04-13 12:50:56
"belanja lebih mudah Walaupun tinggal di daerah pelosok, dengan adanya aplikasi ini sangat membantu saya. pelayanan dan kurirnya juga Bagus.",5,2026-04-13 12:50:11
Alhamdulillah saya belanja di shopee belum pernah kecewa. Selalu sesuai.. Kerenn toko2 yang di shopee.. semoga terus amanah pada konsumen..,5,2026-04-13 12:50:06
pengiriman serta respon sangat memuaskan..,5,2026-04-13 12:49:43
baikkkkk,5,2026-04-13 12:46:16
shopee 8s the best,5,2026-04-13 12:45:45
Shopy memang terpercaya belanja buat kebutuhan rumah secara onlain dan cod Trimakasih shopy semoga makin jaya yaa,5,2026-04-13 12:44:11
bagus belanja disini,5,2026-04-13 12:42:57
"peninjauan pengajuan pengembalian melebihi waktu estimasi, sampai saat ini masih aja di tinjau, Shopee pelayanannya malah makin buruk",1,2026-04-13 12:42:48
Istimewa dan luar biasa,5,2026-04-13 12:42:46
not bad lah,3,2026-04-13 12:41:34
sangat bagus puas,5,2026-04-13 12:39:53
"ada asuransi bodong, yang merugikan pembeli, jadi saran saya jangan pernah beli, fitur nya ketika check out dibawah barang ada penipuan yang berkedok proteksi!",1,2026-04-13 12:39:10
makin mudah bila kita belanja on line sudah sampai rumah...,5,2026-04-13 12:38:19
produk yg amanah aku ksih 🌟🌟🌟🌟🌟🥰🥰,5,2026-04-13 12:37:10
belanja online sangat membantu shopee the best..semoga bisa berkembang fitur dan banyak lg yg lainya...good job,5,2026-04-13 12:36:46
"udah berapa taun saya belanja d shopee terus karena dapet gratis ongkir potongan harga barang""nya pada oke alhamdulilah🙏",5,2026-04-13 12:36:16
bagus,5,2026-04-13 12:35:56
"kurir Shopee skrng nggak jujur dan nggak disiplin, paket saya gk smpai2",3,2026-04-13 12:35:18
"mudah, dan bermanfaat",5,2026-04-13 12:33:56
